neg_pos_ratio,n,dev_mean,dev_std,test_mean,test_std
-1.0,5.0,0.61704,0.027302278293212075,0.59634,0.09968132422876415
1.0,5.0,0.42840000000000006,0.04672763636222146,0.42869999999999997,0.139114341460541
2.0,5.0,0.51262,0.049633835233638755,0.48118,0.10923137644468278
4.0,3.0,0.6252333333333334,0.06625935573352812,0.5684666666666667,0.041261469785853336
